path,category,imported_by,route_registered,script_referenced,template_referenced,replacement,risk_level,recommended_action,evidence
scripts/verify_navigation_product_shell_v1.py,D,,否,否,否,,低,保留,migrations/verification/backup scripts
scripts/verify_organization_core_v1.py,D,,否,否,否,,低,保留,migrations/verification/backup scripts
scripts/verify_p0_baseline.py,D,,否,否,否,,低,保留,migrations/verification/backup scripts
scripts/verify_p0_stability_v1.py,D,,否,否,否,,低,保留,migrations/verification/backup scripts
scripts/verify_p1_domain_unification.py,D,,否,否,否,,低,保留,migrations/verification/backup scripts
scripts/verify_platform_integration_v1.py,D,,否,否,否,,低,保留,migrations/verification/backup scripts
scripts/verify_platform_mvp_v1.py,D,,否,否,否,,低,保留,migrations/verification/backup scripts
scripts/verify_product_recovery_v1.py,D,,否,否,否,,低,保留,migrations/verification/backup scripts
scripts/verify_product_usability_v1.py,D,,否,否,否,,低,保留,migrations/verification/backup scripts
scripts/verify_rbac_authorization_v1.py,D,,否,否,否,,低,保留,migrations/verification/backup scripts
scripts/verify_route_registry_v1.py,D,,否,否,否,,低,保留,migrations/verification/backup scripts
scripts/verify_user_membership_link_v1.py,D,,否,否,否,,低,保留,migrations/verification/backup scripts
scripts/verify_v04c.py,D,,否,否,否,,低,保留,migrations/verification/backup scripts
scripts/verify_v04c1.py,D,,是,否,否,,低,保留,migrations/verification/backup scripts
scripts/verify_v04d.py,D,,否,否,否,,低,保留,migrations/verification/backup scripts
scripts/verify_v04d3_batch_people.py,D,,否,否,否,,低,保留,migrations/verification/backup scripts
scripts/verify_v04d4_links_and_review.py,D,,否,否,否,,低,保留,migrations/verification/backup scripts
scripts/verify_v04db.py,D,,否,否,否,,低,保留,migrations/verification/backup scripts
scripts/verify_v04d_search.py,D,,否,否,否,,低,保留,migrations/verification/backup scripts
scripts/verify_v04e.py,D,,否,否,否,,低,保留,migrations/verification/backup scripts
scripts/verify_v04f.py,D,,否,否,否,,低,保留,migrations/verification/backup scripts
scripts/verify_v04g.py,D,,否,否,否,,低,保留,migrations/verification/backup scripts
scripts/verify_v04h.py,D,,是,否,否,,低,保留,migrations/verification/backup scripts
scripts/verify_v05a.py,D,,是,否,否,,低,保留,migrations/verification/backup scripts
scripts/verify_v05b.py,D,,否,否,否,,低,保留,migrations/verification/backup scripts
scripts/verify_v05c.py,D,,否,否,否,,低,保留,migrations/verification/backup scripts
scripts/verify_v05d.py,D,,否,否,否,,低,保留,migrations/verification/backup scripts
scripts/verify_v05e.py,D,,否,否,否,,低,保留,migrations/verification/backup scripts
scripts/verify_v05f.py,D,,否,否,否,,低,保留,migrations/verification/backup scripts
scripts/verify_v05g.py,D,,否,否,否,,低,保留,migrations/verification/backup scripts
scripts/verify_v05h.py,D,,否,否,否,,低,保留,migrations/verification/backup scripts
scripts/verify_v05i.py,D,,否,否,否,,低,保留,migrations/verification/backup scripts
scripts/verify_v05j.py,D,,否,否,否,,低,保留,migrations/verification/backup scripts
scripts/verify_v05kl.py,D,,否,否,否,,低,保留,migrations/verification/backup scripts
scripts/verify_v05m.py,D,,否,否,否,,低,保留,migrations/verification/backup scripts
tests/conftest.py,D,,否,否,否,,低,保留,test files
tests/test_app_import.py,D,,否,否,否,,低,保留,test files
tests/test_domain_integrity_repair.py,D,,否,否,否,,低,保留,test files
tests/test_opportunity_confirmation.py,D,,否,否,否,,低,保留,test files
tests/test_p1_migration_idempotency.py,D,,否,否,否,,低,保留,test files
tests/test_real_database_protection.py,D,,否,否,否,,低,保留,test files
scripts/audit/audit_redundancy.py,C,,否,否,否,,高,需验证,no static references found
scripts/migrations/001_core_domain_unification.py,C,,否,否,否,,高,需验证,no static references found
scripts/migrations/002_repair_domain_integrity.py,C,,否,否,否,,高,需验证,no static references found
scripts/migrations/__init__.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M_全站产品化收口中文化入口整合与核心流程重构_完整覆盖补丁_staging/app/main.py,A,,是,否,否,,低,保留,route registered
patches/v05M_全站产品化收口中文化入口整合与核心流程重构_完整覆盖补丁_staging/app/navigation.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M_全站产品化收口中文化入口整合与核心流程重构_完整覆盖补丁_staging/scripts/check_user_visible_english.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M_全站产品化收口中文化入口整合与核心流程重构_完整覆盖补丁_staging/scripts/verify_all.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M_全站产品化收口中文化入口整合与核心流程重构_完整覆盖补丁_staging/scripts/verify_v05m.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M_全站产品化收口中文化入口整合与核心流程重构_完整覆盖补丁_staging/app/i18n/helpers.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M_全站产品化收口中文化入口整合与核心流程重构_完整覆盖补丁_staging/app/i18n/zh_cn.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M_全站产品化收口中文化入口整合与核心流程重构_完整覆盖补丁_staging/app/services/reports/report_generation_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M_全站产品化收口中文化入口整合与核心流程重构_完整覆盖补丁_staging/app/api/v1/collection.py,A,,是,否,否,,低,保留,route registered
patches/v05M_全站产品化收口中文化入口整合与核心流程重构_完整覆盖补丁_staging/app/api/v1/pipeline.py,A,,是,否,否,,低,保留,route registered
patches/v05M_全站产品化收口中文化入口整合与核心流程重构_完整覆盖补丁_staging/app/api/v1/processing.py,A,,是,否,否,,低,保留,route registered
patches/v05M_全站产品化收口中文化入口整合与核心流程重构_完整覆盖补丁_staging/app/api/v1/reports.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/analyzer.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/crud_config.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/database.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/entity_analyzer.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/main.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/models.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/navigation.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/paste_router.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/security.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v04c1_ingestion.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v04c_review.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v04db_prestructure.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v04d_structuring.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v04e_entity_resolution.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v04f_operations.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v04g_monitoring.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v04h_recommendations.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v05a_security.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v05b_member_import.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v05c_club_events.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v05d_member_portal.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v05e_intelligence.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v05f_collection.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v05g_processing.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v05h_reports.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v05i_pipeline.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v05j_research.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v05kl_operations.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/web_extractor.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/__init__.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/apply_direct_route_fix.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/apply_v03b.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/apply_v03c.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/apply_v04a.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/apply_v04b.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/audit_suspicious_entities.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/backup_database.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/check_all_templates.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/check_mojibake.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/check_seed_data.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/check_user_visible_english.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/collect_v04d_context.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/export_database.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/generate_historical_signals.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/import_seed_data.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/init_database.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/migrate_all.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/migrate_sqlite_to_postgres.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/migrate_v04c.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/migrate_v04c1.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/migrate_v04d.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/migrate_v04db.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/migrate_v04e.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/migrate_v04f.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/migrate_v04g.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/migrate_v04h.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/migrate_v05a.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/migrate_v05b.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/migrate_v05c.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/migrate_v05d.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/migrate_v05e.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/migrate_v05f.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/migrate_v05g.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/migrate_v05h.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/migrate_v05i.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/migrate_v05j.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/migrate_v05kl.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/pilot_real_sources.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/queue_historical_processing.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/refresh_v04h_recommendations.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/restore_backup.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/run_collection_worker.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/run_monitoring_once.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/run_operational_pilot.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/run_pipeline_worker.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/run_processing_worker.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/run_report_worker.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/run_scheduler.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/run_signal_worker.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/run_worker.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/seed_v04c1_demo.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/seed_v04c_demo.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/seed_v04db_demo.py,C,,否,否,否,,高,需验证,no static references found
