path,modules,count
/admin/people,backups/code_before_v06h_20260706_145146/routes_platform.py;backups/code_before_v06i_intelligence_20260706_151858/routes_platform.py;backups/code_before_v06f_20260706_130354/app/routes_platform.py;backups/code_before_v06i_nav_crawl_20260706_162150/app/routes_platform.py;app/routes_platform.py,5
/admin/people/{person_id:int},backups/code_before_v06h_20260706_145146/routes_platform.py;backups/code_before_v06i_intelligence_20260706_151858/routes_platform.py;backups/code_before_v06f_20260706_130354/app/routes_platform.py;backups/code_before_v06i_nav_crawl_20260706_162150/app/routes_platform.py;app/routes_platform.py,5
/admin/people/{person_id:int}/update,backups/code_before_v06h_20260706_145146/routes_platform.py;backups/code_before_v06i_intelligence_20260706_151858/routes_platform.py;backups/code_before_v06f_20260706_130354/app/routes_platform.py;backups/code_before_v06i_nav_crawl_20260706_162150/app/routes_platform.py;app/routes_platform.py,5
/admin/platform,backups/code_before_v06h_20260706_145146/routes_platform.py;backups/code_before_v06e_20260706_115352/app/routes_platform.py;backups/code_before_v06i_intelligence_20260706_151858/routes_platform.py;backups/code_before_v06f_20260706_130354/app/routes_platform.py;backups/code_before_v06i_nav_crawl_20260706_162150/app/routes_platform.py;app/routes_platform.py,6
/admin/tags/create,backups/code_before_v06h_20260706_145146/routes_platform.py;backups/code_before_v06e_20260706_115352/app/routes_platform.py;backups/code_before_v06i_intelligence_20260706_151858/routes_platform.py;backups/code_before_v06f_20260706_130354/app/routes_platform.py;backups/code_before_v06i_nav_crawl_20260706_162150/app/routes_platform.py;app/routes_platform.py,6
/admin/users,app/v05a_security.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v05a_security.py;backup_before_v05m_recovery_20260702_091828/app/v05a_security.py;backups/code_before_v06e_20260706_115352/app/v05a_security.py,4
/admin/users/{user_id},app/v05a_security.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v05a_security.py;backup_before_v05m_recovery_20260702_091828/app/v05a_security.py;backups/code_before_v06e_20260706_115352/app/v05a_security.py,4
/admin/users/{user_id}/reset-password,app/v05a_security.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v05a_security.py;backup_before_v05m_recovery_20260702_091828/app/v05a_security.py;backups/code_before_v06e_20260706_115352/app/v05a_security.py,4
/admin/users/{user_id}/update,app/v05a_security.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v05a_security.py;backup_before_v05m_recovery_20260702_091828/app/v05a_security.py;backups/code_before_v06e_20260706_115352/app/v05a_security.py,4
/aliases,backup_before_v05m_recovery_20260702_091828/app/v04e_entity_resolution.py;app/v04e_entity_resolution.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v04e_entity_resolution.py;backups/code_before_v06e_20260706_115352/app/v04e_entity_resolution.py,4
/aliases/{alias_id}/deactivate,backup_before_v05m_recovery_20260702_091828/app/v04e_entity_resolution.py;app/v04e_entity_resolution.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v04e_entity_resolution.py;backups/code_before_v06e_20260706_115352/app/v04e_entity_resolution.py,4
/analyze/paste,patches/v05F_multisource_collection_patch_20260701_093910/app/main.py;app/main.py;patches/v05G_semantic_processing_patch_20260701_113851/app/main.py;backup_before_v05m_recovery_20260702_091828/scripts/apply_direct_route_fix.py;backups/code_before_v06i_nav_crawl_20260706_162150/scripts/apply_direct_route_fix.py;scripts/apply_direct_route_fix.py;backups/code_before_v06e_20260706_115352/app/main.py;backups/code_before_v06e_20260706_115352/scripts/apply_direct_route_fix.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/main.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/apply_direct_route_fix.py;backups/code_before_v06i_intelligence_20260706_151858/scripts/apply_direct_route_fix.py;backup_before_v05m_recovery_20260702_091828/app/main.py;patches/v05M_全站产品化收口中文化入口整合与核心流程重构_完整覆盖补丁_staging/app/main.py,13
/analyze/paste/confirm,patches/v05F_multisource_collection_patch_20260701_093910/app/main.py;app/main.py;patches/v05G_semantic_processing_patch_20260701_113851/app/main.py;backup_before_v05m_recovery_20260702_091828/scripts/apply_direct_route_fix.py;backups/code_before_v06i_nav_crawl_20260706_162150/scripts/apply_direct_route_fix.py;scripts/apply_direct_route_fix.py;backups/code_before_v06e_20260706_115352/app/main.py;backups/code_before_v06e_20260706_115352/scripts/apply_direct_route_fix.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/main.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/apply_direct_route_fix.py;backups/code_before_v06i_intelligence_20260706_151858/scripts/apply_direct_route_fix.py;backup_before_v05m_recovery_20260702_091828/app/main.py;patches/v05M_全站产品化收口中文化入口整合与核心流程重构_完整覆盖补丁_staging/app/main.py,13
/analyze/paste/preview,patches/v05F_multisource_collection_patch_20260701_093910/app/main.py;app/main.py;patches/v05G_semantic_processing_patch_20260701_113851/app/main.py;backup_before_v05m_recovery_20260702_091828/scripts/apply_direct_route_fix.py;backups/code_before_v06i_nav_crawl_20260706_162150/scripts/apply_direct_route_fix.py;scripts/apply_direct_route_fix.py;backups/code_before_v06e_20260706_115352/app/main.py;backups/code_before_v06e_20260706_115352/scripts/apply_direct_route_fix.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/main.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/apply_direct_route_fix.py;backups/code_before_v06i_intelligence_20260706_151858/scripts/apply_direct_route_fix.py;backup_before_v05m_recovery_20260702_091828/app/main.py;patches/v05M_全站产品化收口中文化入口整合与核心流程重构_完整覆盖补丁_staging/app/main.py,13
/api/ingest,app/v04c1_ingestion.py;backup_before_v05m_recovery_20260702_091828/app/v04c1_ingestion.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v04c1_ingestion.py;backups/code_before_v06e_20260706_115352/app/v04c1_ingestion.py,4
/api/items/{review_item_id},app/v04c_review.py;backups/code_before_v06e_20260706_115352/app/v04c_review.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v04c_review.py;backup_before_v05m_recovery_20260702_091828/app/v04c_review.py,4
/api/runs/{run_id},app/v04db_prestructure.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v04db_prestructure.py;backup_before_v05m_recovery_20260702_091828/app/v04db_prestructure.py;backups/code_before_v06e_20260706_115352/app/v04db_prestructure.py,4
/api/search,backup_before_v05m_recovery_20260702_091828/app/v04e_entity_resolution.py;app/v04e_entity_resolution.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v04e_entity_resolution.py;backups/code_before_v06e_20260706_115352/app/v04e_entity_resolution.py,4
/api/source/{source_record_id},app/v04c1_ingestion.py;backup_before_v05m_recovery_20260702_091828/app/v04c1_ingestion.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v04c1_ingestion.py;backups/code_before_v06e_20260706_115352/app/v04c1_ingestion.py,4
/api/subjects,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v04d_structuring.py;backup_before_v05m_recovery_20260702_091828/app/v04d_structuring.py;app/v04d_structuring.py;backups/code_before_v06e_20260706_115352/app/v04d_structuring.py,4
/api/sync-approved,app/v04c1_ingestion.py;backup_before_v05m_recovery_20260702_091828/app/v04c1_ingestion.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v04c1_ingestion.py;backups/code_before_v06e_20260706_115352/app/v04c1_ingestion.py,4
/api/tasks/{task_id}/validate,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v04d_structuring.py;backup_before_v05m_recovery_20260702_091828/app/v04d_structuring.py;app/v04d_structuring.py;backups/code_before_v06e_20260706_115352/app/v04d_structuring.py,4
/api/v1/favorites/toggle,backups/code_before_v06h_20260706_145146/routes_platform.py;backups/code_before_v06e_20260706_115352/app/routes_platform.py;backups/code_before_v06i_intelligence_20260706_151858/routes_platform.py;backups/code_before_v06f_20260706_130354/app/routes_platform.py;backups/code_before_v06i_nav_crawl_20260706_162150/app/routes_platform.py;app/routes_platform.py,6
/api/v1/follows/toggle,backups/code_before_v06h_20260706_145146/routes_platform.py;backups/code_before_v06e_20260706_115352/app/routes_platform.py;backups/code_before_v06i_intelligence_20260706_151858/routes_platform.py;backups/code_before_v06f_20260706_130354/app/routes_platform.py;backups/code_before_v06i_nav_crawl_20260706_162150/app/routes_platform.py;app/routes_platform.py,6
/auth/permissions,app/api/v1/auth.py;backups/code_before_v06e_20260706_115352/app/api/v1/auth.py,2
/auth/roles,app/api/v1/auth.py;backups/code_before_v06e_20260706_115352/app/api/v1/auth.py,2
/batch,app/v04c_review.py;backup_before_v05m_recovery_20260702_091828/app/v04db_prestructure.py;backups/code_before_v06e_20260706_115352/app/v04db_prestructure.py;app/v04db_prestructure.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v04db_prestructure.py;backup_before_v05m_recovery_20260702_091828/app/v04c_review.py;backups/code_before_v06e_20260706_115352/app/v04c_review.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v04c_review.py,8
/bootstrap,app/api/v1/client.py;backups/code_before_v06e_20260706_115352/app/api/v1/client.py,2
/candidate/{candidate_id},backup_before_v05m_recovery_20260702_091828/app/v04e_entity_resolution.py;app/v04e_entity_resolution.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v04e_entity_resolution.py;backups/code_before_v06e_20260706_115352/app/v04e_entity_resolution.py,4
/candidate/{candidate_id}/decision,backup_before_v05m_recovery_20260702_091828/app/v04e_entity_resolution.py;app/v04e_entity_resolution.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v04e_entity_resolution.py;backups/code_before_v06e_20260706_115352/app/v04e_entity_resolution.py,4
/candidates,patches/v05M_全站产品化收口中文化入口整合与核心流程重构_完整覆盖补丁_staging/app/api/v1/processing.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/api/v1/processing.py;patches/v05G_semantic_processing_patch_20260701_113851/app/api/v1/processing.py;backup_before_v05m_recovery_20260702_091828/app/api/v1/processing.py;app/api/v1/processing.py;backups/code_before_v06e_20260706_115352/app/api/v1/processing.py,6
/candidates/{candidate_id},patches/v05M_全站产品化收口中文化入口整合与核心流程重构_完整覆盖补丁_staging/app/api/v1/processing.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/api/v1/processing.py;patches/v05G_semantic_processing_patch_20260701_113851/app/api/v1/processing.py;backup_before_v05m_recovery_20260702_091828/app/api/v1/processing.py;app/api/v1/processing.py;backups/code_before_v06e_20260706_115352/app/api/v1/processing.py,6
/candidates/{candidate_id}/accept,app/v04db_prestructure.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v04db_prestructure.py;backup_before_v05m_recovery_20260702_091828/app/v04db_prestructure.py;backups/code_before_v06e_20260706_115352/app/v04db_prestructure.py,4
/candidates/{candidate_id}/apply,patches/v05M_全站产品化收口中文化入口整合与核心流程重构_完整覆盖补丁_staging/app/api/v1/processing.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/api/v1/processing.py;patches/v05G_semantic_processing_patch_20260701_113851/app/api/v1/processing.py;backup_before_v05m_recovery_20260702_091828/app/api/v1/processing.py;app/api/v1/processing.py;backups/code_before_v06e_20260706_115352/app/api/v1/processing.py,6
/candidates/{candidate_id}/reject,app/v04db_prestructure.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v04db_prestructure.py;backup_before_v05m_recovery_20260702_091828/app/v04db_prestructure.py;backups/code_before_v06e_20260706_115352/app/v04db_prestructure.py,4
/candidates/{candidate_id}/review,patches/v05M_全站产品化收口中文化入口整合与核心流程重构_完整覆盖补丁_staging/app/api/v1/processing.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/api/v1/processing.py;patches/v05G_semantic_processing_patch_20260701_113851/app/api/v1/processing.py;backup_before_v05m_recovery_20260702_091828/app/api/v1/processing.py;app/api/v1/processing.py;backups/code_before_v06e_20260706_115352/app/api/v1/processing.py,6
/claims,app/v04c_review.py;backups/code_before_v06e_20260706_115352/app/v04c_review.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v04c_review.py;backup_before_v05m_recovery_20260702_091828/app/v04c_review.py,4
/club,backups/code_before_v06e_20260706_115352/app/v04f_operations.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v04f_operations.py;backup_before_v05m_recovery_20260702_091828/app/v04f_operations.py;app/v04f_operations.py,4
/club/admin/applications,backups/code_before_v06e_20260706_115352/app/v04f_operations.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v04f_operations.py;backup_before_v05m_recovery_20260702_091828/app/v04f_operations.py;app/v04f_operations.py,4
/club/admin/applications/{application_id},backups/code_before_v06e_20260706_115352/app/v04f_operations.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v04f_operations.py;backup_before_v05m_recovery_20260702_091828/app/v04f_operations.py;app/v04f_operations.py,4
/club/admin/applications/{application_id}/review,backups/code_before_v06e_20260706_115352/app/v04f_operations.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v04f_operations.py;backup_before_v05m_recovery_20260702_091828/app/v04f_operations.py;app/v04f_operations.py,4
/club/announcements,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v05d_member_portal.py;backup_before_v05m_recovery_20260702_091828/app/v05d_member_portal.py;backups/code_before_v06e_20260706_115352/app/v05d_member_portal.py;app/v05d_member_portal.py,4
/club/announcements/create,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v05d_member_portal.py;backup_before_v05m_recovery_20260702_091828/app/v05d_member_portal.py;backups/code_before_v06e_20260706_115352/app/v05d_member_portal.py;app/v05d_member_portal.py,4
/club/announcements/{announcement_id}/publish,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v05d_member_portal.py;backup_before_v05m_recovery_20260702_091828/app/v05d_member_portal.py;backups/code_before_v06e_20260706_115352/app/v05d_member_portal.py;app/v05d_member_portal.py,4
/club/announcements/{announcement_id}/revoke,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v05d_member_portal.py;backup_before_v05m_recovery_20260702_091828/app/v05d_member_portal.py;backups/code_before_v06e_20260706_115352/app/v05d_member_portal.py;app/v05d_member_portal.py,4
/club/apply,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v04f_operations.py;backup_before_v05m_recovery_20260702_091828/app/v04f_operations.py;scripts/verify_v05a.py;backup_before_v05m_recovery_20260702_091828/scripts/verify_v05a.py;backups/code_before_v06i_nav_crawl_20260706_162150/scripts/verify_v05a.py;backups/code_before_v06e_20260706_115352/app/v04f_operations.py;backups/code_before_v06e_20260706_115352/scripts/verify_v05a.py;backups/code_before_v06i_intelligence_20260706_151858/scripts/verify_v05a.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/verify_v05a.py;app/v04f_operations.py,10
/club/events,backups/code_before_v06e_20260706_115352/app/v05c_club_events.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v05c_club_events.py;app/v05c_club_events.py;backup_before_v05m_recovery_20260702_091828/app/v05c_club_events.py,4
/club/events/create,backups/code_before_v06e_20260706_115352/app/v05c_club_events.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v05c_club_events.py;app/v05c_club_events.py;backup_before_v05m_recovery_20260702_091828/app/v05c_club_events.py,4
/club/events/{club_event_id},backups/code_before_v06e_20260706_115352/app/v05c_club_events.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v05c_club_events.py;app/v05c_club_events.py;backup_before_v05m_recovery_20260702_091828/app/v05c_club_events.py,4
/club/events/{club_event_id}/checkin,backups/code_before_v06e_20260706_115352/app/v05c_club_events.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v05c_club_events.py;app/v05c_club_events.py;backup_before_v05m_recovery_20260702_091828/app/v05c_club_events.py,4
/club/events/{club_event_id}/copy,backups/code_before_v06e_20260706_115352/app/v05c_club_events.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v05c_club_events.py;app/v05c_club_events.py;backup_before_v05m_recovery_20260702_091828/app/v05c_club_events.py,4
/club/events/{club_event_id}/followup-action,backups/code_before_v06e_20260706_115352/app/v05c_club_events.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v05c_club_events.py;app/v05c_club_events.py;backup_before_v05m_recovery_20260702_091828/app/v05c_club_events.py,4
/club/events/{club_event_id}/register,backups/code_before_v06e_20260706_115352/app/v05c_club_events.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v05c_club_events.py;app/v05c_club_events.py;backup_before_v05m_recovery_20260702_091828/app/v05c_club_events.py,4
/club/events/{club_event_id}/registrations,backups/code_before_v06e_20260706_115352/app/v05c_club_events.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v05c_club_events.py;app/v05c_club_events.py;backup_before_v05m_recovery_20260702_091828/app/v05c_club_events.py,4
/club/events/{club_event_id}/registrations.csv,backups/code_before_v06e_20260706_115352/app/v05c_club_events.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v05c_club_events.py;app/v05c_club_events.py;backup_before_v05m_recovery_20260702_091828/app/v05c_club_events.py,4
/club/events/{club_event_id}/registrations/bulk-checkin,backups/code_before_v06e_20260706_115352/app/v05c_club_events.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v05c_club_events.py;app/v05c_club_events.py;backup_before_v05m_recovery_20260702_091828/app/v05c_club_events.py,4
/club/events/{club_event_id}/registrations/{registration_id}/feedback,backups/code_before_v06e_20260706_115352/app/v05c_club_events.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v05c_club_events.py;app/v05c_club_events.py;backup_before_v05m_recovery_20260702_091828/app/v05c_club_events.py,4
/club/events/{club_event_id}/registrations/{registration_id}/review,backups/code_before_v06e_20260706_115352/app/v05c_club_events.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v05c_club_events.py;app/v05c_club_events.py;backup_before_v05m_recovery_20260702_091828/app/v05c_club_events.py,4
/club/events/{club_event_id}/status,backups/code_before_v06e_20260706_115352/app/v05c_club_events.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v05c_club_events.py;app/v05c_club_events.py;backup_before_v05m_recovery_20260702_091828/app/v05c_club_events.py,4
/club/import,app/v05b_member_import.py;backups/code_before_v06e_20260706_115352/app/v05b_member_import.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/v05b_member_import.py;backup_before_v05m_recovery_20260702_091828/app/v05b_member_import.py,4
